id,title,subject,topic,year_group,year_band,diagram_type,description,style_notes,tags,source,curated,image_url,asset_ref
pdl-0094,Bar model — whole 15 (9 + 6),Mathematics,Bar models,Year 1,KS1,diagram_a,Bar model — whole 15 (9 + 6),"Two-tone bar, equal-height blocks, labelled with numbers","[""bar-model"",""part-whole"",""addition"",""subtraction""]",Adaptly Primary Catalogue,0,,
pdl-0095,Bar model — whole 18 (10 + 8),Mathematics,Bar models,Year 1,KS1,diagram_a,Bar model — whole 18 (10 + 8),"Two-tone bar, equal-height blocks, labelled with numbers","[""bar-model"",""part-whole"",""addition"",""subtraction""]",Adaptly Primary Catalogue,0,,
pdl-0096,Bar model — whole 20 (12 + 8),Mathematics,Bar models,Year 1,KS1,diagram_a,Bar model — whole 20 (12 + 8),"Two-tone bar, equal-height blocks, labelled with numbers","[""bar-model"",""part-whole"",""addition"",""subtraction""]",Adaptly Primary Catalogue,0,,
pdl-0097,2D shape card — circle,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — circle,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0098,2D shape card — square,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — square,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0099,2D shape card — rectangle,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — rectangle,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0100,2D shape card — triangle (equilateral),Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — triangle (equilateral),"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0101,2D shape card — triangle (right-angle),Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — triangle (right-angle),"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0102,2D shape card — pentagon,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — pentagon,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0103,2D shape card — hexagon,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — hexagon,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0104,2D shape card — octagon,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — octagon,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0105,2D shape card — oval,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — oval,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0106,2D shape card — semicircle,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — semicircle,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0107,2D shape card — rhombus,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — rhombus,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0108,2D shape card — star,Mathematics,2D shape,Year 1,KS1,diagram_a,2D shape card — star,"One bright fill colour, black outline, name in friendly sans-serif","[""2d-shape"",""geometry"",""shape-card""]",Adaptly Primary Catalogue,0,,
pdl-0109,Coin — 1p,Mathematics,Money,Year 2,KS1,diagram_a,Coin — 1p,"Photo-realistic but simplified, drop shadow, bronze/silver/gold tones","[""money"",""coin"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0110,Coin — 2p,Mathematics,Money,Year 2,KS1,diagram_a,Coin — 2p,"Photo-realistic but simplified, drop shadow, bronze/silver/gold tones","[""money"",""coin"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0111,Coin — 5p,Mathematics,Money,Year 2,KS1,diagram_a,Coin — 5p,"Photo-realistic but simplified, drop shadow, bronze/silver/gold tones","[""money"",""coin"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0112,Coin — 10p,Mathematics,Money,Year 2,KS1,diagram_a,Coin — 10p,"Photo-realistic but simplified, drop shadow, bronze/silver/gold tones","[""money"",""coin"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0113,Coin — 20p,Mathematics,Money,Year 2,KS1,diagram_a,Coin — 20p,"Photo-realistic but simplified, drop shadow, bronze/silver/gold tones","[""money"",""coin"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0114,Coin — 50p,Mathematics,Money,Year 2,KS1,diagram_a,Coin — 50p,"Photo-realistic but simplified, drop shadow, bronze/silver/gold tones","[""money"",""coin"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0115,Coin — £1,Mathematics,Money,Year 2,KS1,diagram_a,Coin — £1,"Photo-realistic but simplified, drop shadow, bronze/silver/gold tones","[""money"",""coin"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0116,Coin — £2,Mathematics,Money,Year 2,KS1,diagram_a,Coin — £2,"Photo-realistic but simplified, drop shadow, bronze/silver/gold tones","[""money"",""coin"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0117,Note — £5,Mathematics,Money,Year 2,KS1,diagram_a,Note — £5,"Simplified note design, no facial likeness, clear denomination","[""money"",""banknote"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0118,Note — £10,Mathematics,Money,Year 2,KS1,diagram_a,Note — £10,"Simplified note design, no facial likeness, clear denomination","[""money"",""banknote"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0119,Note — £20,Mathematics,Money,Year 2,KS1,diagram_a,Note — £20,"Simplified note design, no facial likeness, clear denomination","[""money"",""banknote"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0120,Note — £50,Mathematics,Money,Year 2,KS1,diagram_a,Note — £50,"Simplified note design, no facial likeness, clear denomination","[""money"",""banknote"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0121,Coin/note set — £1.50 (£1 + 50p),Mathematics,Money,Year 2,KS1,diagram_a,Coin/note set — £1.50 (£1 + 50p),"Simplified note design, no facial likeness, clear denomination","[""money"",""banknote"",""UK-currency""]",Adaptly Primary Catalogue,0,,
pdl-0122,"Dienes blocks — 1 (0 tens, 1 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 0 ten-rods stacked vertically and 1 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0123,"Dienes blocks — 5 (0 tens, 5 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 0 ten-rods stacked vertically and 5 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0124,"Dienes blocks — 10 (1 tens, 0 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 1 ten-rods stacked vertically and 0 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0125,"Dienes blocks — 12 (1 tens, 2 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 1 ten-rods stacked vertically and 2 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0126,"Dienes blocks — 15 (1 tens, 5 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 1 ten-rods stacked vertically and 5 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0127,"Dienes blocks — 18 (1 tens, 8 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 1 ten-rods stacked vertically and 8 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0128,"Dienes blocks — 20 (2 tens, 0 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 2 ten-rods stacked vertically and 0 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0129,"Dienes blocks — 25 (2 tens, 5 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 2 ten-rods stacked vertically and 5 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0130,"Dienes blocks — 30 (3 tens, 0 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 3 ten-rods stacked vertically and 0 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0131,"Dienes blocks — 34 (3 tens, 4 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 3 ten-rods stacked vertically and 4 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0132,"Dienes blocks — 42 (4 tens, 2 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 4 ten-rods stacked vertically and 2 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0133,"Dienes blocks — 50 (5 tens, 0 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 5 ten-rods stacked vertically and 0 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0134,"Dienes blocks — 60 (6 tens, 0 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 6 ten-rods stacked vertically and 0 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0135,"Dienes blocks — 75 (7 tens, 5 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 7 ten-rods stacked vertically and 5 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0136,"Dienes blocks — 88 (8 tens, 8 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 8 ten-rods stacked vertically and 8 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0137,"Dienes blocks — 99 (9 tens, 9 ones)",Mathematics,Place value,Year 2,KS1,diagram_a,Base-10 Dienes representation: 9 ten-rods stacked vertically and 9 unit cubes alongside.,"Wood-grain orange rods and cubes, even sizing, white background","[""place-value"",""dienes"",""base-10"",""manipulative""]",Adaptly Primary Catalogue,0,,
pdl-0138,Clock — 12 o'clock,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 12:00. Hour hand on 12, minute hand on 12.","Round white face, black frame, red hour hand, blue minute hand, large numerals","[""time"",""clock"",""analogue"",""o-clock""]",Adaptly Primary Catalogue,0,,
pdl-0139,Clock — half past 12,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 12:30. Hour hand halfway between 12 and the next hour, minute hand on 6.",Same clock template; hour hand correctly midway,"[""time"",""clock"",""analogue"",""half-past""]",Adaptly Primary Catalogue,0,,
pdl-0140,Clock — 1 o'clock,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 1:00. Hour hand on 1, minute hand on 12.","Round white face, black frame, red hour hand, blue minute hand, large numerals","[""time"",""clock"",""analogue"",""o-clock""]",Adaptly Primary Catalogue,0,,
pdl-0141,Clock — half past 1,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 1:30. Hour hand halfway between 1 and the next hour, minute hand on 6.",Same clock template; hour hand correctly midway,"[""time"",""clock"",""analogue"",""half-past""]",Adaptly Primary Catalogue,0,,
pdl-0142,Clock — 2 o'clock,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 2:00. Hour hand on 2, minute hand on 12.","Round white face, black frame, red hour hand, blue minute hand, large numerals","[""time"",""clock"",""analogue"",""o-clock""]",Adaptly Primary Catalogue,0,,
pdl-0143,Clock — half past 2,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 2:30. Hour hand halfway between 2 and the next hour, minute hand on 6.",Same clock template; hour hand correctly midway,"[""time"",""clock"",""analogue"",""half-past""]",Adaptly Primary Catalogue,0,,
pdl-0144,Clock — 3 o'clock,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 3:00. Hour hand on 3, minute hand on 12.","Round white face, black frame, red hour hand, blue minute hand, large numerals","[""time"",""clock"",""analogue"",""o-clock""]",Adaptly Primary Catalogue,0,,
pdl-0145,Clock — half past 3,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 3:30. Hour hand halfway between 3 and the next hour, minute hand on 6.",Same clock template; hour hand correctly midway,"[""time"",""clock"",""analogue"",""half-past""]",Adaptly Primary Catalogue,0,,
pdl-0146,Clock — 4 o'clock,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 4:00. Hour hand on 4, minute hand on 12.","Round white face, black frame, red hour hand, blue minute hand, large numerals","[""time"",""clock"",""analogue"",""o-clock""]",Adaptly Primary Catalogue,0,,
pdl-0147,Clock — half past 4,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 4:30. Hour hand halfway between 4 and the next hour, minute hand on 6.",Same clock template; hour hand correctly midway,"[""time"",""clock"",""analogue"",""half-past""]",Adaptly Primary Catalogue,0,,
pdl-0148,Clock — 5 o'clock,Mathematics,Time,Year 2,KS1,diagram_a,"Analogue clock face showing 5:00. Hour hand on 5, minute hand on 12.","Round white face, black frame, red hour hand, blue minute hand, large numerals","[""time"",""clock"",""analogue"",""o-clock""]",Adaptly Primary Catalogue,0,,
